
. Module name, SLE, CFG, ARI1, BUFFER, MACC_PA, RAM1K20, RAM64X12, GLOBAL, IO
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_46s_46s_15s_128s_16s_4s_128s_15s_FIC0_INITIATOR_0, 16, 40, 0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_128s_4s_16s_0s_FIC0_INITIATOR_1, 16, 40, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_46s_0s_0, 0, 0, 0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_writeWidthConv_Z48_layer0, 439, 675, 220, 0, 0, 0, 4, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_CmdFifoWriteCtrl_38s_9s_1s_64s_32s_46s_0_512s_0_1_FIC0_INITIATOR, 124, 307, 68, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_Hold_Reg_Wr_46s_9s, 46, 23, 8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_Hold_Reg_Ctrl_FIC0_INITIATOR, 1, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_preCalcCmdFifoWrCtrl_32s_64s_38s_1s_9s_1_3s_7s_1s, 80, 162, 37, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_Hold_Reg_Ctrl_FIC0_INITIATOR_0, 1, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_DownConv_widthConvwr_64s_32s_1s_46s_8s_4s_9s_FIC0_INITIATOR, 147, 95, 107, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_DWC_brespCtrl_1s_9s, 10, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_10s_10s_15s_128s_16s_4s_128s_15s_FIC0_INITIATOR, 16, 40, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_128s_4s_16s_0s_FIC0_INITIATOR_0, 16, 40, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_10s_0s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_16s_46s_46s_15s_128s_16s_4s_128s_15s_FIC0_INITIATOR, 16, 40, 0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_FIFO_CTRL_16s_15s_128s_4s_16s_0s_FIC0_INITIATOR, 16, 40, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_RAM_BLOCK_16s_4s_46s_0s, 0, 0, 0, 0, 0, 0, 3, 0, 0
.	.	.	.	.	. caxi4interconnect_SlvProtocolConverter_Z69_layer0, 191, 284, 200, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtocolConv_4s_1_38s_32s_1s_9s_8s_9s_8s_1s, 191, 284, 200, 0, 0, 4, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvRead_Z71_layer0, 93, 141, 100, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_8s_17s_1_FIC0_INITIATOR_0, 28, 38, 17, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_8s_17s_0s_256s_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_9s_43s_1, 31, 27, 29, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_9s_43s_0s_512s, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. caxi4interconnect_SlvAxi4ProtConvWrite_Z70_layer0, 98, 143, 100, 0, 0, 2, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_8s_17s_1_FIC0_INITIATOR, 28, 35, 17, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_8s_17s_0s_256s, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	. caxi4interconnect_FifoDualPort_0_2s_9s_37s_1_0, 31, 23, 29, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. caxi4interconnect_DualPort_RAM_SyncWr_SyncRd_9s_37s_0s_512s_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	. MSS_LSRAM, 246, 263, 62, 0, 0, 8, 0, 0, 0
.	.	.	. MSS_LSRAM_COREAXI4SRAM_0_COREAXI4SRAM_Z73_layer0, 246, 259, 62, 0, 0, 0, 0, 0, 0
.	.	.	.	. MSS_LSRAM_COREAXI4SRAM_0_CoreAXI4SRAM_MAINCTRL_Z74_layer0, 236, 259, 62, 0, 0, 0, 0, 0, 0
.	.	.	.	. MSS_LSRAM_COREAXI4SRAM_0_CoreAXI4SRAM_SLVIF_64s_32s_1s_1s_1s_2048s_1s_8s_0s, 10, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. MSS_LSRAM_PF_TPSRAM_AHB_AXI_0_PF_TPSRAM, 0, 4, 0, 0, 0, 8, 0, 0, 0
.	.	. security_core_3s_2s_5s, 17806, 15505, 10418, 0, 0, 0, 0, 0, 0
.	.	.	. aes256_dec_3s_76_layer0, 7712, 4997, 2930, 0, 0, 0, 0, 0, 0
.	.	.	. aes256_key_expansion_3s_75_layer0, 5955, 6688, 6066, 0, 0, 0, 0, 0, 0
.	.	.	. csprng, 504, 591, 18, 0, 0, 0, 0, 0, 0
.	.	.	.	. neoTRNG, 67, 33, 8, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. neoTRNG_cell_5_false, 12, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. neoTRNG_cell_7_false, 16, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. neoTRNG_cell_9_false, 20, 9, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. timer, 11, 8, 10, 0, 0, 0, 0, 0, 0
.	.	.	.	. trivium, 358, 545, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. trng_acc, 68, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	. sbox_3s, 366, 596, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. GF_SCALE_2s, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. GF_SCALE_2s_0, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. GF_SCALE_2s_1, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. GF_SCALE_4s, 0, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. GF_SCALE_4s_0, 0, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. GF_SCALE_4s_1, 0, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. GF_SHARED_MUL_2s_3s_MPFS_DISCOVERY_KIT, 18, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_0, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_1, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_2, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_3, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_4, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_5, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_6, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_7, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. GF_SHARED_MUL_2s_3s_MPFS_DISCOVERY_KIT_0, 18, 30, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_10, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_11, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_12, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_13, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_14, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_15, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_16, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_8, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_9, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. GF_SHARED_MUL_2s_3s_MPFS_DISCOVERY_KIT_1, 18, 30, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_17, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_18, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_19, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_20, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_21, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_22, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_23, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_24, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_2s_8_18_25, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. GF_SHARED_MUL_4s_3s_2, 36, 114, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_0, 0, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_1, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_2, 0, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_3, 0, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_4, 0, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_5, 0, 14, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_6, 0, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_7, 0, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. GF_SHARED_MUL_4s_3s_2_0, 36, 120, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_10, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_11, 0, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_12, 0, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_13, 0, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_14, 0, 14, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_15, 0, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_16, 0, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_8, 0, 8, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_9, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. GF_SHARED_MUL_4s_3s_2_1, 36, 111, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_17, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_18, 0, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_19, 0, 7, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_20, 0, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_21, 0, 10, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_22, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_23, 0, 13, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_24, 0, 11, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. GF_MUL_4s_8_18_25, 0, 5, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. LINEAR_TRANSFORM_0s_MPFS_DISCOVERY_KIT, 0, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. LINEAR_TRANSFORM_0s_MPFS_DISCOVERY_KIT_0, 0, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. LINEAR_TRANSFORM_0s_MPFS_DISCOVERY_KIT_1, 0, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. LINEAR_TRANSFORM_MPFS_DISCOVERY_KIT, 0, 19, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. LINEAR_TRANSFORM_MPFS_DISCOVERY_KIT_0, 0, 20, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. LINEAR_TRANSFORM_MPFS_DISCOVERY_KIT_1, 0, 20, 0, 0, 0, 0, 0, 0, 0
.	.	.	. sha256, 1549, 1705, 1182, 0, 0, 0, 0, 0, 0
.	. FIC_3_PERIPHERALS, 1111, 1999, 405, 0, 0, 4, 0, 0, 2
.	.	. CORE_I2C_C0_0_WRAPPER, 102, 374, 10, 0, 0, 0, 0, 0, 2
.	.	.	. COREI2C_C0, 102, 374, 10, 0, 0, 0, 0, 0, 0
.	.	.	.	. COREI2C_C0_COREI2C_C0_0_COREI2C_Z77_layer0, 102, 374, 10, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREI2C_COREI2CREAL_Z78_layer0, 94, 371, 10, 0, 0, 0, 0, 0, 0
.	.	. CoreUARTapb_C0, 195, 176, 76, 0, 0, 2, 0, 0, 0
.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_CoreUARTapb_Z80_layer0, 195, 176, 76, 0, 0, 2, 0, 0, 0
.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_COREUART_1s_1s_0s_27s_0s_0s, 171, 145, 70, 0, 0, 2, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_Clock_gen_0s_0s, 19, 10, 14, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_Rx_async_0s_1s_0s_1s_2s_3s, 39, 65, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_Tx_async_0s_1s_0s_1s_2s_3s_4s_5s_6s, 23, 24, 5, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_fifo_256x8_0s_0s, 33, 9, 25, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_fifo_ctrl_256_0s_256s_8s_8s, 33, 9, 25, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_ram256x8_g5, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_fifo_256x8_0s_0s_0, 33, 6, 26, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_fifo_ctrl_256_0s_256s_8s_8s_0, 33, 6, 26, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. CoreUARTapb_C0_CoreUARTapb_C0_0_ram256x8_g5_0, 0, 0, 0, 0, 0, 1, 0, 0, 0
.	.	. FIC_3_ADDRESS_GENERATION, 0, 181, 0, 0, 0, 0, 0, 0, 0
.	.	.	. APB_ARBITER_28s, 0, 42, 0, 0, 0, 0, 0, 0, 0
.	.	.	. FIC_3_0x4000_0xxx, 0, 80, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAPB3_Z82_layer0, 0, 80, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAPB3_MUXPTOB3_1, 0, 77, 0, 0, 0, 0, 0, 0, 0
.	.	.	. FIC_3_0x4xxx_xxxx, 0, 46, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. CoreAPB3_Z81_layer0, 0, 46, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. COREAPB3_MUXPTOB3_0, 0, 40, 0, 0, 0, 0, 0, 0, 0
.	.	. GPIO, 34, 52, 0, 0, 0, 0, 0, 0, 0
.	.	.	. GPIO_GPIO_0_CoreGPIO_Z79_layer0, 34, 52, 0, 0, 0, 0, 0, 0, 0
.	.	. MIV_IHC_C0, 307, 931, 7, 0, 0, 2, 0, 0, 0
.	.	.	. MIV_IHC_C0_MIV_IHC_C0_0_MIV_IHC_Z96_layer0, 307, 931, 7, 0, 0, 2, 0, 0, 0
.	.	.	.	. miv_ihc_core_Z85_layer0, 307, 911, 7, 0, 0, 2, 0, 0, 0
.	.	.	.	.	. miv_ihc_address_controller_Z83_layer0, 0, 522, 2, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_apb_target_0s_32s_32s, 37, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z86_layer0, 11, 22, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z87_layer0, 11, 32, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z88_layer0, 11, 16, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z89_layer0, 11, 24, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z90_layer0, 11, 29, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z91_layer0, 11, 23, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z92_layer0, 11, 23, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z93_layer0, 11, 25, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z94_layer0, 11, 36, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_channel_Z95_layer0, 11, 17, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_interrupt_module_0s_8s_32s_0_8_0, 32, 20, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_interrupt_module_0s_8s_32s_0_8_1, 32, 21, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_interrupt_module_0s_8s_32s_0_8_2, 32, 21, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_interrupt_module_0s_8s_32s_0_8_3, 32, 20, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_interrupt_module_0s_8s_32s_0_8_4, 32, 28, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_mailbox_address_decoder_Z84_layer0, 0, 26, 5, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. miv_ihc_ram_singleport_addreg_128s_7s_32s, 0, 0, 0, 0, 0, 2, 0, 0, 0
.	.	. RECONFIGURATION_INTERFACE, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. RECONFIGURATION_INTERFACE_RECONFIGURATION_INTERFACE_0_PF_DRI, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	. SPI_FOR_7_SEG, 214, 267, 30, 0, 0, 0, 0, 0, 0
.	.	.	. CORESPI_Z100_layer0, 214, 267, 30, 0, 0, 0, 0, 0, 0
.	.	.	.	. spi_32s_16s_1s_3s_0_0_0_0s, 214, 267, 30, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. spi_chanctrl_Z99_layer0, 133, 157, 18, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. spi_clockmux, 0, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. spi_control_16s, 0, 6, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. spi_fifo_16s_1s_0_0, 11, 12, 6, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. spi_fifo_16s_1s_0_1, 27, 15, 6, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. spi_rf_32s_3s_0, 43, 74, 0, 0, 0, 0, 0, 0, 0
.	.	. corepwm_C0, 259, 18, 282, 0, 0, 0, 0, 0, 0
.	.	.	. corepwm_Z97_layer0, 259, 18, 282, 0, 0, 0, 0, 0, 0
.	.	.	.	. corepwm_pwm_gen_1s_32s_0_0s, 1, 4, 48, 0, 0, 0, 0, 0, 0
.	.	.	.	. corepwm_reg_if_Z98_layer0, 194, 8, 88, 0, 0, 0, 0, 0, 0
.	.	.	.	. corepwm_timebase_32s_0s, 64, 2, 146, 0, 0, 0, 0, 0, 0
.	. MIPI_CAMERA, 1649, 964, 900, 0, 0, 11, 1, 5, 1
.	.	. PF_CCC_C1, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	.	. PF_CCC_C1_PF_CCC_C1_0_PF_CCC, 0, 0, 0, 0, 0, 0, 0, 1, 0
.	.	. PF_IOD_GENERIC_RX_C0, 657, 240, 449, 0, 0, 0, 0, 4, 1
.	.	.	. PF_IOD_GENERIC_RX_C0_PF_CLK_DIV_FIFO_PF_CLK_DIV_DELAY, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. PF_IOD_GENERIC_RX_C0_PF_CLK_DIV_RXCLK_PF_CLK_DIV_DELAY, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. PF_IOD_GENERIC_RX_C0_PF_IOD_CLK_TRAINING_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. PF_IOD_GENERIC_RX_C0_PF_IOD_RX_PF_IOD, 0, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	. PF_IOD_GENERIC_RX_C0_PF_LANECTRL_0_PF_LANECTRL, 2, 1, 0, 0, 0, 0, 0, 1, 0
.	.	.	.	. PF_IOD_GENERIC_RX_C0_PF_LANECTRL_0_PF_LANECTRL_PAUSE_SYNC_3, 2, 1, 0, 0, 0, 0, 0, 0, 0
.	.	.	. PF_IOD_GENERIC_RX_C0_TR, 655, 239, 449, 0, 0, 0, 0, 0, 0
.	.	.	.	. PF_IOD_GENERIC_RX_C0_TR_PF_IOD_GENERIC_RX_C0_TR_0_COREBCLKSCLKALIGN_Z106_layer0, 655, 239, 449, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. ICB_BCLKSCLKALIGN_Z107_layer0, 655, 239, 449, 0, 0, 0, 0, 0, 0
.	.	. VDMA_C0, 992, 724, 451, 0, 0, 11, 1, 0, 0
.	.	.	. VDMA_16s, 992, 724, 451, 0, 0, 11, 1, 0, 0
.	.	.	.	. ddr_axi4_arbiter_vdma_4s_38s_64s_0s_1s_2s_0s, 353, 280, 63, 0, 0, 1, 1, 0, 0
.	.	.	.	.	. ddr_axi4_arbiter_native_vdma_4s_38s_64s_0s_1s_2s, 353, 280, 63, 0, 0, 1, 1, 0, 0
.	.	.	.	.	.	. ddr_rw_arbiter_vdma_Z114_layer0, 286, 244, 58, 0, 0, 1, 1, 0, 0
.	.	.	.	.	.	.	. video_axi_fifo_vdma_Z108_layer0, 209, 145, 50, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	. corefifo_fwft_vdma_Z110_layer0, 83, 48, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. corefifo_sync_scntr_vdma_Z109_layer0, 42, 15, 50, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. ram_wrapper_vdma_64s_64s_9_9_1s_1s_2s, 41, 40, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	.	.	. LSRAM_top_vdma_64s_64s_9_9_512s, 41, 40, 0, 0, 0, 1, 0, 0, 0
.	.	.	.	.	.	.	. video_axi_fifo_vdma_Z111_layer0, 49, 60, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	. corefifo_fwft_vdma_Z113_layer0, 19, 4, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. corefifo_sync_scntr_vdma_Z112_layer0, 19, 56, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	.	. ram_wrapper_vdma_8s_8s_3_3_1s_1s_2s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	.	.	.	. LSRAM_top_vdma_8s_8s_3_3_8s, 0, 0, 0, 0, 0, 0, 1, 0, 0
.	.	.	.	.	.	. write_top_vdma_38s_64s, 67, 36, 5, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. request_scheduler_vdma_1, 23, 34, 5, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. work_write_mux_vdma_write_mux_vdma_64_38_8_1_g_DATA_WIDTHg_ADDR_WIDTH, 44, 0, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	.	. write_demux_vdma, 0, 2, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	. vdma_dma_top_16s_64s, 639, 444, 388, 0, 0, 10, 0, 0, 0
.	.	.	.	.	. axi4lite_if_vdma, 113, 78, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. axi4lite_adapter_vdma, 22, 12, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. read_reg_vdma, 36, 48, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. write_reg_vdma, 55, 18, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	. interrupt_controller_vdma, 54, 93, 0, 0, 0, 0, 0, 0, 0
.	.	.	.	.	.	. synchronizer_circuit_2stage_vdma, 2, 0, 0, 0, 0, 0, 0, 0, 0
